Filename,Variable name,Units,Variable reference,Index type key,Variable type key,Keyed value
RefrigeratedCase.cc,"""Refrigeration System Condenser Pump Electricity Energy""",OutputProcessor::Unit::J,Condenser(condNum).EvapPumpConsumption,OutputProcessor::SOVTimeStepType::Zone,OutputProcessor::SOVStoreType::Summed,Condenser(condNum).Name
RefrigeratedCase.cc,"""Refrigeration System Condenser Basin Heater Electricity Rate""",OutputProcessor::Unit::W,Condenser(condNum).BasinHeaterPower,OutputProcessor::SOVTimeStepType::Zone,OutputProcessor::SOVStoreType::Average,Condenser(condNum).Name
RefrigeratedCase.cc,"""Refrigeration System Condenser Basin Heater Electricity Energy""",OutputProcessor::Unit::J,Condenser(condNum).BasinHeaterConsumption,OutputProcessor::SOVTimeStepType::Zone,OutputProcessor::SOVStoreType::Summed,Condenser(condNum).Name
RefrigeratedCase.cc,"""Refrigeration System Condenser Evaporated Water Volume Flow Rate""",OutputProcessor::Unit::m3_s,Condenser(condNum).EvapWaterConsumpRate,OutputProcessor::SOVTimeStepType::Zone,OutputProcessor::SOVStoreType::Average,Condenser(condNum).Name
RefrigeratedCase.cc,"""Refrigeration System Condenser Evaporated Water Volume""",OutputProcessor::Unit::m3,Condenser(condNum).EvapWaterConsumption,OutputProcessor::SOVTimeStepType::Zone,OutputProcessor::SOVStoreType::Summed,Condenser(condNum).Name
RefrigeratedCase.cc,"""Refrigeration System Condenser Water Mass Flow Rate""",OutputProcessor::Unit::kg_s,Condenser(condNum).MassFlowRate,OutputProcessor::SOVTimeStepType::HVAC,OutputProcessor::SOVStoreType::Average,Condenser(condNum).Name
RefrigeratedCase.cc,"""Refrigeration Air Chiller System Mechanical Subcooler Heat Transfer Rate""",OutputProcessor::Unit::W,Subcooler(subcoolNum).MechSCTransLoad,OutputProcessor::SOVTimeStepType::Zone,OutputProcessor::SOVStoreType::Average,Subcooler(subcoolNum).Name
RefrigeratedCase.cc,"""Refrigeration Air Chiller System Mechanical Subcooler Heat Transfer Energy""",OutputProcessor::Unit::J,Subcooler(subcoolNum).MechSCTransEnergy,OutputProcessor::SOVTimeStepType::Zone,OutputProcessor::SOVStoreType::Summed,Subcooler(subcoolNum).Name
RefrigeratedCase.cc,"""Refrigeration System Mechanical Subcooler Heat Transfer Rate""",OutputProcessor::Unit::W,Subcooler(subcoolNum).MechSCTransLoad,OutputProcessor::SOVTimeStepType::HVAC,OutputProcessor::SOVStoreType::Average,Subcooler(subcoolNum).Name
RefrigeratedCase.cc,"""Refrigeration System Mechanical Subcooler Heat Transfer Energy""",OutputProcessor::Unit::J,Subcooler(subcoolNum).MechSCTransEnergy,OutputProcessor::SOVTimeStepType::HVAC,OutputProcessor::SOVStoreType::Summed,Subcooler(subcoolNum).Name
RefrigeratedCase.cc,"""Refrigeration Transcritical System Total High Pressure Compressor Electricity Rate""",OutputProcessor::Unit::W,TransSystem(refrigSysNum).TotCompPowerHP,OutputProcessor::SOVTimeStepType::Zone,OutputProcessor::SOVStoreType::Average,TransSystem(refrigSysNum).Name
RefrigeratedCase.cc,"""Refrigeration Transcritical System Total High Pressure Compressor Electricity Energy""",OutputProcessor::Unit::J,TransSystem(refrigSysNum).TotCompElecConsumpHP,OutputProcessor::SOVTimeStepType::Zone,OutputProcessor::SOVStoreType::Summed,TransSystem(refrigSysNum).Name
RefrigeratedCase.cc,"""Refrigeration Transcritical System Total Compressor Electricity Energy""",OutputProcessor::Unit::J,TransSystem(refrigSysNum).TotCompElecConsump,OutputProcessor::SOVTimeStepType::Zone,OutputProcessor::SOVStoreType::Summed,TransSystem(refrigSysNum).Name
RefrigeratedCase.cc,"""Refrigeration Transcritical System Average COP""",OutputProcessor::Unit::W_W,TransSystem(refrigSysNum).AverageCompressorCOP,OutputProcessor::SOVTimeStepType::Zone,OutputProcessor::SOVStoreType::Average,TransSystem(refrigSysNum).Name
RefrigeratedCase.cc,"""Refrigeration Transcritical System Medium Temperature Cases and Walk Ins Heat Transfer Rate""",OutputProcessor::Unit::W,TransSystem(refrigSysNum).TotalCoolingLoadMT,OutputProcessor::SOVTimeStepType::Zone,OutputProcessor::SOVStoreType::Average,TransSystem(refrigSysNum).Name
RefrigeratedCase.cc,"""Refrigeration Transcritical System Medium Temperature Cases and Walk Ins Heat Transfer Energy""",OutputProcessor::Unit::J,TransSystem(refrigSysNum).TotalCoolingEnergyMT,OutputProcessor::SOVTimeStepType::Zone,OutputProcessor::SOVStoreType::Summed,TransSystem(refrigSysNum).Name
RefrigeratedCase.cc,"""Refrigeration Transcritical System Total Cases and Walk Ins Heat Transfer Energy""",OutputProcessor::Unit::J,TransSystem(refrigSysNum).TotalCoolingEnergy,OutputProcessor::SOVTimeStepType::Zone,OutputProcessor::SOVStoreType::Summed,TransSystem(refrigSysNum).Name
RefrigeratedCase.cc,"""Refrigeration Transcritical System Medium Temperature Suction Pipe Heat Transfer Rate""",OutputProcessor::Unit::W,TransSystem(refrigSysNum).PipeHeatLoadMT,OutputProcessor::SOVTimeStepType::Zone,OutputProcessor::SOVStoreType::Average,TransSystem(refrigSysNum).Name
RefrigeratedCase.cc,"""Refrigeration Transcritical System Medium Temperature Suction Pipe Heat Transfer Energy""",OutputProcessor::Unit::J,TransSystem(refrigSysNum).PipeHeatEnergyMT,OutputProcessor::SOVTimeStepType::Zone,OutputProcessor::SOVStoreType::Summed,TransSystem(refrigSysNum).Name
RefrigeratedCase.cc,"""Refrigeration Transcritical System High Pressure Compressor Heat Transfer Rate""",OutputProcessor::Unit::W,TransSystem(refrigSysNum).TotCompCapacityHP,OutputProcessor::SOVTimeStepType::Zone,OutputProcessor::SOVStoreType::Average,TransSystem(refrigSysNum).Name
RefrigeratedCase.cc,"""Refrigeration Transcritical System High Pressure Compressor Heat Transfer Energy""",OutputProcessor::Unit::J,TransSystem(refrigSysNum).TotCompCoolingEnergyHP,OutputProcessor::SOVTimeStepType::Zone,OutputProcessor::SOVStoreType::Summed,TransSystem(refrigSysNum).Name
RefrigeratedCase.cc,"""Refrigeration Transcritical System Net Rejected Heat Transfer Rate""",OutputProcessor::Unit::W,TransSystem(refrigSysNum).NetHeatRejectLoad,OutputProcessor::SOVTimeStepType::Zone,OutputProcessor::SOVStoreType::Average,TransSystem(refrigSysNum).Name
RefrigeratedCase.cc,"""Refrigeration Transcritical System Net Rejected Heat Transfer Energy""",OutputProcessor::Unit::J,TransSystem(refrigSysNum).NetHeatRejectEnergy,OutputProcessor::SOVTimeStepType::Zone,OutputProcessor::SOVStoreType::Summed,TransSystem(refrigSysNum).Name
RefrigeratedCase.cc,"""Refrigeration Transcritical System Estimated Refrigerant Inventory Mass""",OutputProcessor::Unit::kg,TransSystem(refrigSysNum).RefInventory,OutputProcessor::SOVTimeStepType::Zone,OutputProcessor::SOVStoreType::Average,TransSystem(refrigSysNum).Name
RefrigeratedCase.cc,"""Refrigeration Transcritical System Refrigerant Mass Flow Rate""",OutputProcessor::Unit::kg_s,TransSystem(refrigSysNum).RefMassFlowComps,OutputProcessor::SOVTimeStepType::Zone,OutputProcessor::SOVStoreType::Average,TransSystem(refrigSysNum).Name
RefrigeratedCase.cc,"""Refrigeration Transcritical System Medium Temperature Evaporating Temperature""",OutputProcessor::Unit::C,TransSystem(refrigSysNum).TEvapNeededMT,OutputProcessor::SOVTimeStepType::Zone,OutputProcessor::SOVStoreType::Average,TransSystem(refrigSysNum).Name
RefrigeratedCase.cc,"""Refrigeration Transcritical System Medium Temperature Suction Temperature""",OutputProcessor::Unit::C,TransSystem(refrigSysNum).TCompInHP,OutputProcessor::SOVTimeStepType::Zone,OutputProcessor::SOVStoreType::Average,TransSystem(refrigSysNum).Name
RefrigeratedCase.cc,"""Refrigeration Transcritical System Low Pressure Compressor Electricity Rate""",OutputProcessor::Unit::W,TransSystem(refrigSysNum).TotCompPowerLP,OutputProcessor::SOVTimeStepType::Zone,OutputProcessor::SOVStoreType::Average,TransSystem(refrigSysNum).Name
RefrigeratedCase.cc,"""Refrigeration Transcritical System Low Pressure Compressor Electricity Energy""",OutputProcessor::Unit::J,TransSystem(refrigSysNum).TotCompElecConsumpLP,OutputProcessor::SOVTimeStepType::Zone,OutputProcessor::SOVStoreType::Summed,TransSystem(refrigSysNum).Name
RefrigeratedCase.cc,"""Refrigeration Transcritical System Low Temperature Cases and Walk Ins Heat Transfer Rate""",OutputProcessor::Unit::W,TransSystem(refrigSysNum).TotalCoolingLoadLT,OutputProcessor::SOVTimeStepType::Zone,OutputProcessor::SOVStoreType::Average,TransSystem(refrigSysNum).Name
RefrigeratedCase.cc,"""Refrigeration Transcritical System Low Temperature Cases and Walk Ins Heat Transfer Energy""",OutputProcessor::Unit::J,TransSystem(refrigSysNum).TotalCoolingEnergyLT,OutputProcessor::SOVTimeStepType::Zone,OutputProcessor::SOVStoreType::Summed,TransSystem(refrigSysNum).Name
RefrigeratedCase.cc,"""Refrigeration Transcritical System Low Temperature Suction Pipe Heat Transfer Rate""",OutputProcessor::Unit::W,TransSystem(refrigSysNum).PipeHeatLoadLT,OutputProcessor::SOVTimeStepType::Zone,OutputProcessor::SOVStoreType::Average,TransSystem(refrigSysNum).Name
RefrigeratedCase.cc,"""Refrigeration Transcritical System Low Temperature Suction Pipe Heat Transfer Energy""",OutputProcessor::Unit::J,TransSystem(refrigSysNum).PipeHeatEnergyLT,OutputProcessor::SOVTimeStepType::Zone,OutputProcessor::SOVStoreType::Summed,TransSystem(refrigSysNum).Name
RefrigeratedCase.cc,"""Refrigeration Transcritical System Low Pressure Compressor Heat Transfer Rate""",OutputProcessor::Unit::W,TransSystem(refrigSysNum).TotCompCapacityLP,OutputProcessor::SOVTimeStepType::Zone,OutputProcessor::SOVStoreType::Average,TransSystem(refrigSysNum).Name
RefrigeratedCase.cc,"""Refrigeration Transcritical System Low Pressure Compressor Heat Transfer Energy""",OutputProcessor::Unit::J,TransSystem(refrigSysNum).TotCompCoolingEnergyLP,OutputProcessor::SOVTimeStepType::Zone,OutputProcessor::SOVStoreType::Summed,TransSystem(refrigSysNum).Name
RefrigeratedCase.cc,"""Refrigeration Transcritical System Low Temperature Evaporating Temperature""",OutputProcessor::Unit::C,TransSystem(refrigSysNum).TEvapNeededLT,OutputProcessor::SOVTimeStepType::Zone,OutputProcessor::SOVStoreType::Average,TransSystem(refrigSysNum).Name
RefrigeratedCase.cc,"""Refrigeration Transcritical System Low Temperature Suction Temperature""",OutputProcessor::Unit::C,TransSystem(refrigSysNum).TCompInLP,OutputProcessor::SOVTimeStepType::Zone,OutputProcessor::SOVStoreType::Average,TransSystem(refrigSysNum).Name
RefrigeratedCase.cc,"""Refrigeration Compressor Electricity Rate""",OutputProcessor::Unit::W,Compressor(compNum).Power,OutputProcessor::SOVTimeStepType::Zone,OutputProcessor::SOVStoreType::Average,Compressor(compNum).Name
RefrigeratedCase.cc,"""Refrigeration Compressor Electricity Energy""",OutputProcessor::Unit::J,Compressor(compNum).ElecConsumption,OutputProcessor::SOVTimeStepType::Zone,OutputProcessor::SOVStoreType::Summed,Compressor(compNum).Name
RefrigeratedCase.cc,"""Refrigeration Compressor Heat Transfer Rate""",OutputProcessor::Unit::W,Compressor(compNum).Capacity,OutputProcessor::SOVTimeStepType::Zone,OutputProcessor::SOVStoreType::Average,Compressor(compNum).Name
RefrigeratedCase.cc,"""Refrigeration Compressor Heat Transfer Energy""",OutputProcessor::Unit::J,Compressor(compNum).CoolingEnergy,OutputProcessor::SOVTimeStepType::Zone,OutputProcessor::SOVStoreType::Summed,Compressor(compNum).Name
RefrigeratedCase.cc,"""Refrigeration Compressor Runtime Fraction""",OutputProcessor::Unit::None,Compressor(compNum).LoadFactor,OutputProcessor::SOVTimeStepType::Zone,OutputProcessor::SOVStoreType::Average,Compressor(compNum).Name
RefrigeratedCase.cc,"""Refrigeration Compressor Electricity Rate""",OutputProcessor::Unit::W,Compressor(compNum).Power,OutputProcessor::SOVTimeStepType::Zone,OutputProcessor::SOVStoreType::Average,Compressor(compNum).Name
RefrigeratedCase.cc,"""Refrigeration Compressor Electricity Energy""",OutputProcessor::Unit::J,Compressor(compNum).ElecConsumption,OutputProcessor::SOVTimeStepType::Zone,OutputProcessor::SOVStoreType::Summed,Compressor(compNum).Name
RefrigeratedCase.cc,"""Refrigeration Compressor Heat Transfer Rate""",OutputProcessor::Unit::W,Compressor(compNum).Capacity,OutputProcessor::SOVTimeStepType::Zone,OutputProcessor::SOVStoreType::Average,Compressor(compNum).Name
RefrigeratedCase.cc,"""Refrigeration Compressor Heat Transfer Energy""",OutputProcessor::Unit::J,Compressor(compNum).CoolingEnergy,OutputProcessor::SOVTimeStepType::Zone,OutputProcessor::SOVStoreType::Summed,Compressor(compNum).Name
RefrigeratedCase.cc,"""Refrigeration Compressor Runtime Fraction""",OutputProcessor::Unit::None,Compressor(compNum).LoadFactor,OutputProcessor::SOVTimeStepType::Zone,OutputProcessor::SOVStoreType::Average,Compressor(compNum).Name
RefrigeratedCase.cc,"""Refrigeration Transcritical System Gas Cooler Heat Transfer Rate""",OutputProcessor::Unit::W,GasCooler(GCNum).GasCoolerLoad,OutputProcessor::SOVTimeStepType::Zone,OutputProcessor::SOVStoreType::Average,GasCooler(GCNum).Name
RefrigeratedCase.cc,"""Refrigeration Transcritical System Gas Cooler Heat Transfer Energy""",OutputProcessor::Unit::J,GasCooler(GCNum).GasCoolerEnergy,OutputProcessor::SOVTimeStepType::Zone,OutputProcessor::SOVStoreType::Summed,GasCooler(GCNum).Name
RefrigeratedCase.cc,"""Refrigeration Transcritical System Gas Cooler Fan Electricity Rate""",OutputProcessor::Unit::W,GasCooler(GCNum).ActualFanPower,OutputProcessor::SOVTimeStepType::Zone,OutputProcessor::SOVStoreType::Average,GasCooler(GCNum).Name
RefrigeratedCase.cc,"""Refrigeration Transcritical System Gas Cooler Fan Electricity Energy""",OutputProcessor::Unit::J,GasCooler(GCNum).FanElecEnergy,OutputProcessor::SOVTimeStepType::Zone,OutputProcessor::SOVStoreType::Summed,GasCooler(GCNum).Name
RefrigeratedCase.cc,"""Refrigeration Transcritical System Gas Cooler Outlet Temperature""",OutputProcessor::Unit::C,GasCooler(GCNum).TGasCoolerOut,OutputProcessor::SOVTimeStepType::Zone,OutputProcessor::SOVStoreType::Average,GasCooler(GCNum).Name
RefrigeratedCase.cc,"""Refrigeration Transcritical System Gas Cooler Outlet Pressure""",OutputProcessor::Unit::Pa,GasCooler(GCNum).PGasCoolerOut,OutputProcessor::SOVTimeStepType::Zone,OutputProcessor::SOVStoreType::Average,GasCooler(GCNum).Name
RefrigeratedCase.cc,"""Refrigeration Transcritical System Gas Cooler Defrost Recovered Heat Transfer Rate""",OutputProcessor::Unit::W,GasCooler(GCNum).InternalHeatRecoveredLoad,OutputProcessor::SOVTimeStepType::Zone,OutputProcessor::SOVStoreType::Average,GasCooler(GCNum).Name
RefrigeratedCase.cc,"""Refrigeration Transcritical System Gas Cooler Defrost Recovered Heat Transfer Energy""",OutputProcessor::Unit::J,GasCooler(GCNum).InternalEnergyRecovered,OutputProcessor::SOVTimeStepType::Zone,OutputProcessor::SOVStoreType::Summed,GasCooler(GCNum).Name
SteamBaseboardRadiator.cc,"""Baseboard Total Heating Rate""",OutputProcessor::Unit::W,state.dataSteamBaseboardRadiator->SteamBaseboard(BaseboardNum).TotPower,OutputProcessor::SOVTimeStepType::System,OutputProcessor::SOVStoreType::Average,state.dataSteamBaseboardRadiator->SteamBaseboard(BaseboardNum).EquipID
SteamBaseboardRadiator.cc,"""Baseboard Convective Heating Rate""",OutputProcessor::Unit::W,state.dataSteamBaseboardRadiator->SteamBaseboard(BaseboardNum).ConvPower,OutputProcessor::SOVTimeStepType::System,OutputProcessor::SOVStoreType::Average,state.dataSteamBaseboardRadiator->SteamBaseboard(BaseboardNum).EquipID
SteamBaseboardRadiator.cc,"""Baseboard Radiant Heating Rate""",OutputProcessor::Unit::W,state.dataSteamBaseboardRadiator->SteamBaseboard(BaseboardNum).RadPower,OutputProcessor::SOVTimeStepType::System,OutputProcessor::SOVStoreType::Average,state.dataSteamBaseboardRadiator->SteamBaseboard(BaseboardNum).EquipID
SteamBaseboardRadiator.cc,"""Baseboard Total Heating Energy""",OutputProcessor::Unit::J,state.dataSteamBaseboardRadiator->SteamBaseboard(BaseboardNum).TotEnergy,OutputProcessor::SOVTimeStepType::System,OutputProcessor::SOVStoreType::Summed,state.dataSteamBaseboardRadiator->SteamBaseboard(BaseboardNum).EquipID
SteamBaseboardRadiator.cc,"""Baseboard Convective Heating Energy""",OutputProcessor::Unit::J,state.dataSteamBaseboardRadiator->SteamBaseboard(BaseboardNum).ConvEnergy,OutputProcessor::SOVTimeStepType::System,OutputProcessor::SOVStoreType::Summed,state.dataSteamBaseboardRadiator->SteamBaseboard(BaseboardNum).EquipID
SteamBaseboardRadiator.cc,"""Baseboard Radiant Heating Energy""",OutputProcessor::Unit::J,state.dataSteamBaseboardRadiator->SteamBaseboard(BaseboardNum).RadEnergy,OutputProcessor::SOVTimeStepType::System,OutputProcessor::SOVStoreType::Summed,state.dataSteamBaseboardRadiator->SteamBaseboard(BaseboardNum).EquipID
SteamBaseboardRadiator.cc,"""Baseboard Steam Energy""",OutputProcessor::Unit::J,state.dataSteamBaseboardRadiator->SteamBaseboard(BaseboardNum).Energy,OutputProcessor::SOVTimeStepType::System,OutputProcessor::SOVStoreType::Summed,state.dataSteamBaseboardRadiator->SteamBaseboard(BaseboardNum).EquipID
SteamBaseboardRadiator.cc,"""Baseboard Steam Rate""",OutputProcessor::Unit::W,state.dataSteamBaseboardRadiator->SteamBaseboard(BaseboardNum).Power,OutputProcessor::SOVTimeStepType::System,OutputProcessor::SOVStoreType::Average,state.dataSteamBaseboardRadiator->SteamBaseboard(BaseboardNum).EquipID
SteamBaseboardRadiator.cc,"""Baseboard Steam Mass Flow Rate""",OutputProcessor::Unit::kg_s,state.dataSteamBaseboardRadiator->SteamBaseboard(BaseboardNum).SteamMassFlowRate,OutputProcessor::SOVTimeStepType::System,OutputProcessor::SOVStoreType::Average,state.dataSteamBaseboardRadiator->SteamBaseboard(BaseboardNum).EquipID
SteamBaseboardRadiator.cc,"""Baseboard Steam Inlet Temperature""",OutputProcessor::Unit::C,state.dataSteamBaseboardRadiator->SteamBaseboard(BaseboardNum).SteamInletTemp,OutputProcessor::SOVTimeStepType::System,OutputProcessor::SOVStoreType::Average,state.dataSteamBaseboardRadiator->SteamBaseboard(BaseboardNum).EquipID
SteamBaseboardRadiator.cc,"""Baseboard Steam Outlet Temperature""",OutputProcessor::Unit::C,state.dataSteamBaseboardRadiator->SteamBaseboard(BaseboardNum).SteamOutletTemp,OutputProcessor::SOVTimeStepType::System,OutputProcessor::SOVStoreType::Average,state.dataSteamBaseboardRadiator->SteamBaseboard(BaseboardNum).EquipID
DXCoils.cc,"""Cooling Coil Total Cooling Rate""",OutputProcessor::Unit::W,Coil.TotalCoolingEnergyRate,OutputProcessor::SOVTimeStepType::System,OutputProcessor::SOVStoreType::Average,Coil.Name
DXCoils.cc,"""Cooling Coil Total Cooling Energy""",OutputProcessor::Unit::J,Coil.TotalCoolingEnergy,OutputProcessor::SOVTimeStepType::System,OutputProcessor::SOVStoreType::Summed,Coil.Name
DXCoils.cc,"""Cooling Coil Sensible Cooling Rate""",OutputProcessor::Unit::W,Coil.SensCoolingEnergyRate,OutputProcessor::SOVTimeStepType::System,OutputProcessor::SOVStoreType::Average,Coil.Name
DXCoils.cc,"""Cooling Coil Sensible Cooling Energy""",OutputProcessor::Unit::J,Coil.SensCoolingEnergy,OutputProcessor::SOVTimeStepType::System,OutputProcessor::SOVStoreType::Summed,Coil.Name
DXCoils.cc,"""Cooling Coil Latent Cooling Rate""",OutputProcessor::Unit::W,Coil.LatCoolingEnergyRate,OutputProcessor::SOVTimeStepType::System,OutputProcessor::SOVStoreType::Average,Coil.Name
DXCoils.cc,"""Cooling Coil Latent Cooling Energy""",OutputProcessor::Unit::J,Coil.LatCoolingEnergy,OutputProcessor::SOVTimeStepType::System,OutputProcessor::SOVStoreType::Summed,Coil.Name
DXCoils.cc,"""Cooling Coil Electricity Rate""",OutputProcessor::Unit::W,Coil.ElecCoolingPower,OutputProcessor::SOVTimeStepType::System,OutputProcessor::SOVStoreType::Average,Coil.Name
DXCoils.cc,"""Cooling Coil Electricity Energy""",OutputProcessor::Unit::J,Coil.ElecCoolingConsumption,OutputProcessor::SOVTimeStepType::System,OutputProcessor::SOVStoreType::Summed,Coil.Name
DXCoils.cc,"""Cooling Coil Runtime Fraction""",OutputProcessor::Unit::None,Coil.CoolingCoilRuntimeFraction,OutputProcessor::SOVTimeStepType::System,OutputProcessor::SOVStoreType::Average,Coil.Name
DXCoils.cc,"""Secondary Coil Heat Rejection Rate""",OutputProcessor::Unit::W,Coil.SecCoilSensibleHeatGainRate,OutputProcessor::SOVTimeStepType::System,OutputProcessor::SOVStoreType::Average,Coil.Name
DXCoils.cc,"""Cooling Coil Condensate Volume Flow Rate""",OutputProcessor::Unit::m3_s,Coil.CondensateVdot,OutputProcessor::SOVTimeStepType::System,OutputProcessor::SOVStoreType::Average,Coil.Name
DXCoils.cc,"""Cooling Coil Condensate Volume""",OutputProcessor::Unit::m3,Coil.CondensateVol,OutputProcessor::SOVTimeStepType::System,OutputProcessor::SOVStoreType::Summed,Coil.Name
DXCoils.cc,'DX Cooling Coil Crankcase Heater Power [W]',Coil%CrankcaseHeaterPower,'System',&            //                             'Average',Coil%Name)            //    CALL SetupOutputVariable(state,'Cooling Coil Crankcase Heater Electric Energy [J]'
DXCoils.cc,"""Cooling Coil Evaporative Condenser Water Volume""",OutputProcessor::Unit::m3,Coil.EvapWaterConsump,OutputProcessor::SOVTimeStepType::System,OutputProcessor::SOVStoreType::Summed,Coil.Name
DXCoils.cc,"""Cooling Coil Evaporative Condenser Mains Supply Water Volume""",OutputProcessor::Unit::m3,Coil.EvapWaterConsump,OutputProcessor::SOVTimeStepType::System,OutputProcessor::SOVStoreType::Summed,Coil.Name
DXCoils.cc,"""Cooling Coil Evaporative Condenser Pump Electricity Rate""",OutputProcessor::Unit::W,Coil.EvapCondPumpElecPower,OutputProcessor::SOVTimeStepType::System,OutputProcessor::SOVStoreType::Average,Coil.Name
DXCoils.cc,"""Cooling Coil Evaporative Condenser Pump Electricity Energy""",OutputProcessor::Unit::J,Coil.EvapCondPumpElecConsumption,OutputProcessor::SOVTimeStepType::System,OutputProcessor::SOVStoreType::Summed,Coil.Name
DXCoils.cc,"""Cooling Coil Basin Heater Electricity Rate""",OutputProcessor::Unit::W,Coil.BasinHeaterPower,OutputProcessor::SOVTimeStepType::System,OutputProcessor::SOVStoreType::Average,Coil.Name
DXCoils.cc,"""Cooling Coil Basin Heater Electricity Energy""",OutputProcessor::Unit::J,Coil.BasinHeaterConsumption,OutputProcessor::SOVTimeStepType::System,OutputProcessor::SOVStoreType::Summed,Coil.Name
DXCoils.cc,"""Cooling Coil Stage 2 Runtime Fraction""",OutputProcessor::Unit::None,Coil.CoolingCoilStg2RuntimeFrac,OutputProcessor::SOVTimeStepType::System,OutputProcessor::SOVStoreType::Average,Coil.Name
DXCoils.cc,"""Cooling Coil Dehumidification Mode""",OutputProcessor::Unit::None,Coil.DehumidificationMode,OutputProcessor::SOVTimeStepType::System,OutputProcessor::SOVStoreType::Average,Coil.Name
DXCoils.cc,"""Heating Coil Heating Rate""",OutputProcessor::Unit::W,Coil.TotalHeatingEnergyRate,OutputProcessor::SOVTimeStepType::System,OutputProcessor::SOVStoreType::Average,Coil.Name
DXCoils.cc,"""Heating Coil Heating Energy""",OutputProcessor::Unit::J,Coil.TotalHeatingEnergy,OutputProcessor::SOVTimeStepType::System,OutputProcessor::SOVStoreType::Summed,Coil.Name
DXCoils.cc,"""Heating Coil Electricity Rate""",OutputProcessor::Unit::W,Coil.ElecHeatingPower,OutputProcessor::SOVTimeStepType::System,OutputProcessor::SOVStoreType::Average,Coil.Name
DXCoils.cc,"""Heating Coil Electricity Energy""",OutputProcessor::Unit::J,Coil.ElecHeatingConsumption,OutputProcessor::SOVTimeStepType::System,OutputProcessor::SOVStoreType::Summed,Coil.Name
DXCoils.cc,"""Heating Coil Defrost Electricity Rate""",OutputProcessor::Unit::W,Coil.DefrostPower,OutputProcessor::SOVTimeStepType::System,OutputProcessor::SOVStoreType::Average,Coil.Name
DXCoils.cc,"""Heating Coil Defrost Electricity Energy""",OutputProcessor::Unit::J,Coil.DefrostConsumption,OutputProcessor::SOVTimeStepType::System,OutputProcessor::SOVStoreType::Summed,Coil.Name
DXCoils.cc,"""Heating Coil Crankcase Heater Electricity Rate""",OutputProcessor::Unit::W,Coil.CrankcaseHeaterPower,OutputProcessor::SOVTimeStepType::System,OutputProcessor::SOVStoreType::Average,Coil.Name
DXCoils.cc,"""Heating Coil Crankcase Heater Electricity Energy""",OutputProcessor::Unit::J,Coil.CrankcaseHeaterConsumption,OutputProcessor::SOVTimeStepType::System,OutputProcessor::SOVStoreType::Summed,Coil.Name
DXCoils.cc,"""Heating Coil Runtime Fraction""",OutputProcessor::Unit::None,Coil.HeatingCoilRuntimeFraction,OutputProcessor::SOVTimeStepType::System,OutputProcessor::SOVStoreType::Average,Coil.Name
DXCoils.cc,"""Secondary Coil Total Heat Removal Rate""",OutputProcessor::Unit::W,Coil.SecCoilTotalHeatRemovalRate,OutputProcessor::SOVTimeStepType::System,OutputProcessor::SOVStoreType::Average,Coil.Name
DXCoils.cc,"""Secondary Coil Sensible Heat Removal Rate""",OutputProcessor::Unit::W,Coil.SecCoilSensibleHeatRemovalRate,OutputProcessor::SOVTimeStepType::System,OutputProcessor::SOVStoreType::Average,Coil.Name
DXCoils.cc,"""Secondary Coil Latent Heat Removal Rate""",OutputProcessor::Unit::W,Coil.SecCoilLatentHeatRemovalRate,OutputProcessor::SOVTimeStepType::System,OutputProcessor::SOVStoreType::Average,Coil.Name
DXCoils.cc,"""Secondary Coil Sensible Heat Ratio""",OutputProcessor::Unit::None,Coil.SecCoilSHR,OutputProcessor::SOVTimeStepType::System,OutputProcessor::SOVStoreType::Average,Coil.Name
DXCoils.cc,"""Secondary Coil Compressor Part Load Ratio""",OutputProcessor::Unit::None,Coil.CompressorPartLoadRatio,OutputProcessor::SOVTimeStepType::System,OutputProcessor::SOVStoreType::Average,Coil.Name
DXCoils.cc,"""Cooling Coil Total Cooling Rate""",OutputProcessor::Unit::W,Coil.TotalCoolingEnergyRate,OutputProcessor::SOVTimeStepType::System,OutputProcessor::SOVStoreType::Average,Coil.Name
DXCoils.cc,"""Cooling Coil Total Cooling Energy""",OutputProcessor::Unit::J,Coil.TotalCoolingEnergy,OutputProcessor::SOVTimeStepType::System,OutputProcessor::SOVStoreType::Summed,Coil.Name
DXCoils.cc,"""Cooling Coil Sensible Cooling Rate""",OutputProcessor::Unit::W,Coil.SensCoolingEnergyRate,OutputProcessor::SOVTimeStepType::System,OutputProcessor::SOVStoreType::Average,Coil.Name
DXCoils.cc,"""Cooling Coil Sensible Cooling Energy""",OutputProcessor::Unit::J,Coil.SensCoolingEnergy,OutputProcessor::SOVTimeStepType::System,OutputProcessor::SOVStoreType::Summed,Coil.Name
DXCoils.cc,"""Cooling Coil Latent Cooling Rate""",OutputProcessor::Unit::W,Coil.LatCoolingEnergyRate,OutputProcessor::SOVTimeStepType::System,OutputProcessor::SOVStoreType::Average,Coil.Name
DXCoils.cc,"""Cooling Coil Latent Cooling Energy""",OutputProcessor::Unit::J,Coil.LatCoolingEnergy,OutputProcessor::SOVTimeStepType::System,OutputProcessor::SOVStoreType::Summed,Coil.Name
DXCoils.cc,"""Cooling Coil Electricity Rate""",OutputProcessor::Unit::W,Coil.ElecCoolingPower,OutputProcessor::SOVTimeStepType::System,OutputProcessor::SOVStoreType::Average,Coil.Name
